lon,lat,alt_m,time_s,drone_id
116.283000,39.895000,120.5,99,UAV-BETA
116.283000,39.895300,120.5,100,UAV-BETA
116.283404,39.895300,120.5,101,UAV-BETA
116.283808,39.895300,120.5,102,UAV-BETA
116.284212,39.895300,120.5,103,UAV-BETA
116.284616,39.895300,120.5,104,UAV-BETA
116.285020,39.895300,120.5,105,UAV-BETA
116.285424,39.895300,120.5,106,UAV-BETA
116.285828,39.895300,120.5,107,UAV-BETA
116.286232,39.895300,120.5,108,UAV-BETA
116.286636,39.895300,120.5,109,UAV-BETA
116.287040,39.895300,120.5,110,UAV-BETA
116.287444,39.895300,120.6,111,UAV-BETA
116.287848,39.895300,120.6,112,UAV-BETA
116.288253,39.895300,120.6,113,UAV-BETA
116.288657,39.895300,120.6,114,UAV-BETA
116.289061,39.895300,120.6,115,UAV-BETA
116.289465,39.895300,120.6,116,UAV-BETA
116.289869,39.895300,120.6,117,UAV-BETA
116.290273,39.895300,120.6,118,UAV-BETA
116.290677,39.895300,120.6,119,UAV-BETA
116.291081,39.895300,120.6,120,UAV-BETA
116.291485,39.895300,120.6,121,UAV-BETA
116.291889,39.895300,120.6,122,UAV-BETA
116.292293,39.895300,120.6,123,UAV-BETA
116.292697,39.895300,120.6,124,UAV-BETA
116.293101,39.895300,120.6,125,UAV-BETA
116.293505,39.895300,120.6,126,UAV-BETA
116.293909,39.895300,120.6,127,UAV-BETA
116.294313,39.895300,120.6,128,UAV-BETA
116.294717,39.895300,120.6,129,UAV-BETA
116.295121,39.895300,120.6,130,UAV-BETA
116.295525,39.895300,120.7,131,UAV-BETA
116.295929,39.895300,120.7,132,UAV-BETA
116.296333,39.895300,120.7,133,UAV-BETA
116.296737,39.895300,120.7,134,UAV-BETA
116.297141,39.895300,120.7,135,UAV-BETA
116.297545,39.895300,120.7,136,UAV-BETA
116.297949,39.895300,120.7,137,UAV-BETA
116.298354,39.895300,120.7,138,UAV-BETA
116.298758,39.895300,120.7,139,UAV-BETA
116.299162,39.895300,120.7,140,UAV-BETA
116.299566,39.895300,120.7,141,UAV-BETA
116.299970,39.895300,120.7,142,UAV-BETA
116.300374,39.895300,120.7,143,UAV-BETA
116.300778,39.895300,120.7,144,UAV-BETA
116.301182,39.895300,120.7,145,UAV-BETA
116.301586,39.895300,120.7,146,UAV-BETA
116.301990,39.895300,120.7,147,UAV-BETA
116.302394,39.895300,120.7,148,UAV-BETA
116.302798,39.895300,120.7,149,UAV-BETA
116.303202,39.895300,120.7,150,UAV-BETA
116.303606,39.895300,120.8,151,UAV-BETA
116.304010,39.895300,120.8,152,UAV-BETA
116.304414,39.895300,120.8,153,UAV-BETA
116.304818,39.895300,120.8,154,UAV-BETA
116.305222,39.895300,120.8,155,UAV-BETA
116.305626,39.895300,120.8,156,UAV-BETA
116.306030,39.895300,120.8,157,UAV-BETA
116.306434,39.895300,120.8,158,UAV-BETA
116.306838,39.895300,120.8,159,UAV-BETA
116.307242,39.895300,120.8,160,UAV-BETA
116.307646,39.895300,120.8,161,UAV-BETA
116.308051,39.895300,120.8,162,UAV-BETA
116.308455,39.895300,120.8,163,UAV-BETA
116.308859,39.895300,120.8,164,UAV-BETA
116.309263,39.895300,120.8,165,UAV-BETA
116.309667,39.895300,120.8,166,UAV-BETA
116.310071,39.895300,120.8,167,UAV-BETA
116.310475,39.895300,120.8,168,UAV-BETA
116.310879,39.895300,120.8,169,UAV-BETA
116.311283,39.895300,120.8,170,UAV-BETA
116.311687,39.895300,120.9,171,UAV-BETA
116.312091,39.895300,120.9,172,UAV-BETA
116.312495,39.895300,120.9,173,UAV-BETA
116.312899,39.895300,120.9,174,UAV-BETA
116.313303,39.895300,120.9,175,UAV-BETA
116.313707,39.895300,120.9,176,UAV-BETA
116.314111,39.895300,120.9,177,UAV-BETA
116.314515,39.895300,120.9,178,UAV-BETA
116.314919,39.895300,120.9,179,UAV-BETA
116.315323,39.895300,120.9,180,UAV-BETA
116.315727,39.895300,120.9,181,UAV-BETA
116.316131,39.895300,120.9,182,UAV-BETA
116.316535,39.895300,120.9,183,UAV-BETA
116.316939,39.895300,120.9,184,UAV-BETA
116.317343,39.895300,120.9,185,UAV-BETA
116.317747,39.895300,120.9,186,UAV-BETA
116.318152,39.895300,120.9,187,UAV-BETA
116.318556,39.895300,120.9,188,UAV-BETA
116.318960,39.895300,120.9,189,UAV-BETA
116.319364,39.895300,120.9,190,UAV-BETA
116.319768,39.895300,121.0,191,UAV-BETA
116.320172,39.895300,121.0,192,UAV-BETA
116.320576,39.895300,121.0,193,UAV-BETA
116.320980,39.895300,121.0,194,UAV-BETA
116.321384,39.895300,121.0,195,UAV-BETA
116.321788,39.895300,121.0,196,UAV-BETA
116.322192,39.895300,121.0,197,UAV-BETA
116.322596,39.895300,121.0,198,UAV-BETA
116.323000,39.895300,121.0,199,UAV-BETA
116.323000,39.895600,121.0,200,UAV-BETA
116.322596,39.895600,121.0,201,UAV-BETA
116.322192,39.895600,121.0,202,UAV-BETA
116.321788,39.895600,121.0,203,UAV-BETA
116.321384,39.895600,121.0,204,UAV-BETA
116.320980,39.895600,121.0,205,UAV-BETA
116.320576,39.895600,121.0,206,UAV-BETA
116.320172,39.895600,121.0,207,UAV-BETA
116.319768,39.895600,121.0,208,UAV-BETA
116.319364,39.895600,121.0,209,UAV-BETA
116.318960,39.895600,121.0,210,UAV-BETA
116.318556,39.895600,121.1,211,UAV-BETA
116.318152,39.895600,121.1,212,UAV-BETA
116.317747,39.895600,121.1,213,UAV-BETA
116.317343,39.895600,121.1,214,UAV-BETA
116.316939,39.895600,121.1,215,UAV-BETA
116.316535,39.895600,121.1,216,UAV-BETA
116.316131,39.895600,121.1,217,UAV-BETA
116.315727,39.895600,121.1,218,UAV-BETA
116.315323,39.895600,121.1,219,UAV-BETA
116.314919,39.895600,121.1,220,UAV-BETA
116.314515,39.895600,121.1,221,UAV-BETA
116.314111,39.895600,121.1,222,UAV-BETA
116.313707,39.895600,121.1,223,UAV-BETA
116.313303,39.895600,121.1,224,UAV-BETA
116.312899,39.895600,121.1,225,UAV-BETA
116.312495,39.895600,121.1,226,UAV-BETA
116.312091,39.895600,121.1,227,UAV-BETA
116.311687,39.895600,121.1,228,UAV-BETA
116.311283,39.895600,121.1,229,UAV-BETA
116.310879,39.895600,121.1,230,UAV-BETA
116.310475,39.895600,121.2,231,UAV-BETA
116.310071,39.895600,121.2,232,UAV-BETA
116.309667,39.895600,121.2,233,UAV-BETA
116.309263,39.895600,121.2,234,UAV-BETA
116.308859,39.895600,121.2,235,UAV-BETA
116.308455,39.895600,121.2,236,UAV-BETA
116.308051,39.895600,121.2,237,UAV-BETA
116.307646,39.895600,121.2,238,UAV-BETA
116.307242,39.895600,121.2,239,UAV-BETA
116.306838,39.895600,121.2,240,UAV-BETA
116.306434,39.895600,121.2,241,UAV-BETA
116.306030,39.895600,121.2,242,UAV-BETA
116.305626,39.895600,121.2,243,UAV-BETA
116.305222,39.895600,121.2,244,UAV-BETA
116.304818,39.895600,121.2,245,UAV-BETA
116.304414,39.895600,121.2,246,UAV-BETA
116.304010,39.895600,121.2,247,UAV-BETA
116.303606,39.895600,121.2,248,UAV-BETA
116.303202,39.895600,121.2,249,UAV-BETA
116.302798,39.895600,121.2,250,UAV-BETA
116.302394,39.895600,121.3,251,UAV-BETA
116.301990,39.895600,121.3,252,UAV-BETA
116.301586,39.895600,121.3,253,UAV-BETA
116.301182,39.895600,121.3,254,UAV-BETA
116.300778,39.895600,121.3,255,UAV-BETA
116.300374,39.895600,121.3,256,UAV-BETA
116.299970,39.895600,121.3,257,UAV-BETA
116.299566,39.895600,121.3,258,UAV-BETA
116.299162,39.895600,121.3,259,UAV-BETA
116.298758,39.895600,121.3,260,UAV-BETA
116.298354,39.895600,121.3,261,UAV-BETA
116.297949,39.895600,121.3,262,UAV-BETA
116.297545,39.895600,121.3,263,UAV-BETA
116.297141,39.895600,121.3,264,UAV-BETA
116.296737,39.895600,121.3,265,UAV-BETA
116.296333,39.895600,121.3,266,UAV-BETA
116.295929,39.895600,121.3,267,UAV-BETA
116.295525,39.895600,121.3,268,UAV-BETA
116.295121,39.895600,121.3,269,UAV-BETA
116.294717,39.895600,121.3,270,UAV-BETA
116.294313,39.895600,121.4,271,UAV-BETA
116.293909,39.895600,121.4,272,UAV-BETA
116.293505,39.895600,121.4,273,UAV-BETA
116.293101,39.895600,121.4,274,UAV-BETA
116.292697,39.895600,121.4,275,UAV-BETA
116.292293,39.895600,121.4,276,UAV-BETA
116.291889,39.895600,121.4,277,UAV-BETA
116.291485,39.895600,121.4,278,UAV-BETA
116.291081,39.895600,121.4,279,UAV-BETA
116.290677,39.895600,121.4,280,UAV-BETA
116.290273,39.895600,121.4,281,UAV-BETA
116.289869,39.895600,121.4,282,UAV-BETA
116.289465,39.895600,121.4,283,UAV-BETA
116.289061,39.895600,121.4,284,UAV-BETA
116.288657,39.895600,121.4,285,UAV-BETA
116.288253,39.895600,121.4,286,UAV-BETA
116.287848,39.895600,121.4,287,UAV-BETA
116.287444,39.895600,121.4,288,UAV-BETA
116.287040,39.895600,121.4,289,UAV-BETA
116.286636,39.895600,121.4,290,UAV-BETA
116.286232,39.895600,121.5,291,UAV-BETA
116.285828,39.895600,121.5,292,UAV-BETA
116.285424,39.895600,121.5,293,UAV-BETA
116.285020,39.895600,121.5,294,UAV-BETA
116.284616,39.895600,121.5,295,UAV-BETA
116.284212,39.895600,121.5,296,UAV-BETA
116.283808,39.895600,121.5,297,UAV-BETA
116.283404,39.895600,121.5,298,UAV-BETA
116.283000,39.895600,121.5,299,UAV-BETA
116.283000,39.895900,121.5,300,UAV-BETA
116.283404,39.895900,121.5,301,UAV-BETA
116.283808,39.895900,121.5,302,UAV-BETA
116.284212,39.895900,121.5,303,UAV-BETA
116.284616,39.895900,121.5,304,UAV-BETA
116.285020,39.895900,121.5,305,UAV-BETA
116.285424,39.895900,121.5,306,UAV-BETA
116.285828,39.895900,121.5,307,UAV-BETA
116.286232,39.895900,121.5,308,UAV-BETA
116.286636,39.895900,121.5,309,UAV-BETA
116.287040,39.895900,121.5,310,UAV-BETA
116.287444,39.895900,121.6,311,UAV-BETA
116.287848,39.895900,121.6,312,UAV-BETA
116.288253,39.895900,121.6,313,UAV-BETA
116.288657,39.895900,121.6,314,UAV-BETA
116.289061,39.895900,121.6,315,UAV-BETA
116.289465,39.895900,121.6,316,UAV-BETA
116.289869,39.895900,121.6,317,UAV-BETA
116.290273,39.895900,121.6,318,UAV-BETA
116.290677,39.895900,121.6,319,UAV-BETA
116.291081,39.895900,121.6,320,UAV-BETA
116.291485,39.895900,121.6,321,UAV-BETA
116.291889,39.895900,121.6,322,UAV-BETA
116.292293,39.895900,121.6,323,UAV-BETA
116.292697,39.895900,121.6,324,UAV-BETA
116.293101,39.895900,121.6,325,UAV-BETA
116.293505,39.895900,121.6,326,UAV-BETA
116.293909,39.895900,121.6,327,UAV-BETA
116.294313,39.895900,121.6,328,UAV-BETA
116.294717,39.895900,121.6,329,UAV-BETA
116.295121,39.895900,121.6,330,UAV-BETA
116.295525,39.895900,121.7,331,UAV-BETA
116.295929,39.895900,121.7,332,UAV-BETA
116.296333,39.895900,121.7,333,UAV-BETA
116.296737,39.895900,121.7,334,UAV-BETA
116.297141,39.895900,121.7,335,UAV-BETA
116.297545,39.895900,121.7,336,UAV-BETA
116.297949,39.895900,121.7,337,UAV-BETA
116.298354,39.895900,121.7,338,UAV-BETA
116.298758,39.895900,121.7,339,UAV-BETA
116.299162,39.895900,121.7,340,UAV-BETA
116.299566,39.895900,121.7,341,UAV-BETA
116.299970,39.895900,121.7,342,UAV-BETA
116.300374,39.895900,121.7,343,UAV-BETA
116.300778,39.895900,121.7,344,UAV-BETA
116.301182,39.895900,121.7,345,UAV-BETA
116.301586,39.895900,121.7,346,UAV-BETA
116.301990,39.895900,121.7,347,UAV-BETA
116.302394,39.895900,121.7,348,UAV-BETA
116.302798,39.895900,121.7,349,UAV-BETA
116.303202,39.895900,121.7,350,UAV-BETA
116.303606,39.895900,121.8,351,UAV-BETA
116.304010,39.895900,121.8,352,UAV-BETA
116.304414,39.895900,121.8,353,UAV-BETA
116.304818,39.895900,121.8,354,UAV-BETA
116.305222,39.895900,121.8,355,UAV-BETA
116.305626,39.895900,121.8,356,UAV-BETA
116.306030,39.895900,121.8,357,UAV-BETA
116.306434,39.895900,121.8,358,UAV-BETA
116.306838,39.895900,121.8,359,UAV-BETA
116.307242,39.895900,121.8,360,UAV-BETA
116.307646,39.895900,121.8,361,UAV-BETA
116.308051,39.895900,121.8,362,UAV-BETA
116.308455,39.895900,121.8,363,UAV-BETA
116.308859,39.895900,121.8,364,UAV-BETA
116.309263,39.895900,121.8,365,UAV-BETA
116.309667,39.895900,121.8,366,UAV-BETA
116.310071,39.895900,121.8,367,UAV-BETA
116.310475,39.895900,121.8,368,UAV-BETA
116.310879,39.895900,121.8,369,UAV-BETA
116.311283,39.895900,121.8,370,UAV-BETA
116.311687,39.895900,121.9,371,UAV-BETA
116.312091,39.895900,121.9,372,UAV-BETA
116.312495,39.895900,121.9,373,UAV-BETA
116.312899,39.895900,121.9,374,UAV-BETA
116.313303,39.895900,121.9,375,UAV-BETA
116.313707,39.895900,121.9,376,UAV-BETA
116.314111,39.895900,121.9,377,UAV-BETA
116.314515,39.895900,121.9,378,UAV-BETA
116.314919,39.895900,121.9,379,UAV-BETA
116.315323,39.895900,121.9,380,UAV-BETA
116.315727,39.895900,121.9,381,UAV-BETA
116.316131,39.895900,121.9,382,UAV-BETA
116.316535,39.895900,121.9,383,UAV-BETA
116.316939,39.895900,121.9,384,UAV-BETA
116.317343,39.895900,121.9,385,UAV-BETA
116.317747,39.895900,121.9,386,UAV-BETA
116.318152,39.895900,121.9,387,UAV-BETA
116.318556,39.895900,121.9,388,UAV-BETA
116.318960,39.895900,121.9,389,UAV-BETA
116.319364,39.895900,121.9,390,UAV-BETA
116.319768,39.895900,122.0,391,UAV-BETA
116.320172,39.895900,122.0,392,UAV-BETA
116.320576,39.895900,122.0,393,UAV-BETA
116.320980,39.895900,122.0,394,UAV-BETA
116.321384,39.895900,122.0,395,UAV-BETA
116.321788,39.895900,122.0,396,UAV-BETA
116.322192,39.895900,122.0,397,UAV-BETA
116.322596,39.895900,122.0,398,UAV-BETA
116.323000,39.895900,122.0,399,UAV-BETA
116.323000,39.896200,122.0,400,UAV-BETA
116.322596,39.896200,122.0,401,UAV-BETA
116.322192,39.896200,122.0,402,UAV-BETA
116.321788,39.896200,122.0,403,UAV-BETA
116.321384,39.896200,122.0,404,UAV-BETA
116.320980,39.896200,122.0,405,UAV-BETA
116.320576,39.896200,122.0,406,UAV-BETA
116.320172,39.896200,122.0,407,UAV-BETA
116.319768,39.896200,122.0,408,UAV-BETA
116.319364,39.896200,122.0,409,UAV-BETA
116.318960,39.896200,122.0,410,UAV-BETA
116.318556,39.896200,122.1,411,UAV-BETA
116.318152,39.896200,122.1,412,UAV-BETA
116.317747,39.896200,122.1,413,UAV-BETA
116.317343,39.896200,122.1,414,UAV-BETA
116.316939,39.896200,122.1,415,UAV-BETA
116.316535,39.896200,122.1,416,UAV-BETA
116.316131,39.896200,122.1,417,UAV-BETA
116.315727,39.896200,122.1,418,UAV-BETA
116.315323,39.896200,122.1,419,UAV-BETA
116.314919,39.896200,122.1,420,UAV-BETA
116.314515,39.896200,122.1,421,UAV-BETA
116.314111,39.896200,122.1,422,UAV-BETA
116.313707,39.896200,122.1,423,UAV-BETA
116.313303,39.896200,122.1,424,UAV-BETA
116.312899,39.896200,122.1,425,UAV-BETA
116.312495,39.896200,122.1,426,UAV-BETA
116.312091,39.896200,122.1,427,UAV-BETA
116.311687,39.896200,122.1,428,UAV-BETA
116.311283,39.896200,122.1,429,UAV-BETA
116.310879,39.896200,122.1,430,UAV-BETA
116.310475,39.896200,122.2,431,UAV-BETA
116.310071,39.896200,122.2,432,UAV-BETA
116.309667,39.896200,122.2,433,UAV-BETA
116.309263,39.896200,122.2,434,UAV-BETA
116.308859,39.896200,122.2,435,UAV-BETA
116.308455,39.896200,122.2,436,UAV-BETA
116.308051,39.896200,122.2,437,UAV-BETA
116.307646,39.896200,122.2,438,UAV-BETA
116.307242,39.896200,122.2,439,UAV-BETA
116.306838,39.896200,122.2,440,UAV-BETA
116.306434,39.896200,122.2,441,UAV-BETA
116.306030,39.896200,122.2,442,UAV-BETA
116.305626,39.896200,122.2,443,UAV-BETA
116.305222,39.896200,122.2,444,UAV-BETA
116.304818,39.896200,122.2,445,UAV-BETA
116.304414,39.896200,122.2,446,UAV-BETA
116.304010,39.896200,122.2,447,UAV-BETA
116.303606,39.896200,122.2,448,UAV-BETA
116.303202,39.896200,122.2,449,UAV-BETA
116.302798,39.896200,122.2,450,UAV-BETA
116.302394,39.896200,122.3,451,UAV-BETA
116.301990,39.896200,122.3,452,UAV-BETA
116.301586,39.896200,122.3,453,UAV-BETA
116.301182,39.896200,122.3,454,UAV-BETA
116.300778,39.896200,122.3,455,UAV-BETA
116.300374,39.896200,122.3,456,UAV-BETA
116.299970,39.896200,122.3,457,UAV-BETA
116.299566,39.896200,122.3,458,UAV-BETA
116.299162,39.896200,122.3,459,UAV-BETA
116.298758,39.896200,122.3,460,UAV-BETA
116.298354,39.896200,122.3,461,UAV-BETA
116.297949,39.896200,122.3,462,UAV-BETA
116.297545,39.896200,122.3,463,UAV-BETA
116.297141,39.896200,122.3,464,UAV-BETA
116.296737,39.896200,122.3,465,UAV-BETA
116.296333,39.896200,122.3,466,UAV-BETA
116.295929,39.896200,122.3,467,UAV-BETA
116.295525,39.896200,122.3,468,UAV-BETA
116.295121,39.896200,122.3,469,UAV-BETA
116.294717,39.896200,122.3,470,UAV-BETA
116.294313,39.896200,122.4,471,UAV-BETA
116.293909,39.896200,122.4,472,UAV-BETA
116.293505,39.896200,122.4,473,UAV-BETA
116.293101,39.896200,122.4,474,UAV-BETA
116.292697,39.896200,122.4,475,UAV-BETA
116.292293,39.896200,122.4,476,UAV-BETA
116.291889,39.896200,122.4,477,UAV-BETA
116.291485,39.896200,122.4,478,UAV-BETA
116.291081,39.896200,122.4,479,UAV-BETA
116.290677,39.896200,122.4,480,UAV-BETA
116.290273,39.896200,122.4,481,UAV-BETA
116.289869,39.896200,122.4,482,UAV-BETA
116.289465,39.896200,122.4,483,UAV-BETA
116.289061,39.896200,122.4,484,UAV-BETA
116.288657,39.896200,122.4,485,UAV-BETA
116.288253,39.896200,122.4,486,UAV-BETA
116.287848,39.896200,122.4,487,UAV-BETA
116.287444,39.896200,122.4,488,UAV-BETA
116.287040,39.896200,122.4,489,UAV-BETA
116.286636,39.896200,122.4,490,UAV-BETA
116.286232,39.896200,122.5,491,UAV-BETA
116.285828,39.896200,122.5,492,UAV-BETA
116.285424,39.896200,122.5,493,UAV-BETA
116.285020,39.896200,122.5,494,UAV-BETA
116.284616,39.896200,122.5,495,UAV-BETA
116.284212,39.896200,122.5,496,UAV-BETA
116.283808,39.896200,122.5,497,UAV-BETA
116.283404,39.896200,122.5,498,UAV-BETA
116.283000,39.896200,122.5,499,UAV-BETA
116.283000,39.896500,122.5,500,UAV-BETA
116.283404,39.896500,122.5,501,UAV-BETA
116.283808,39.896500,122.5,502,UAV-BETA
116.284212,39.896500,122.5,503,UAV-BETA
116.284616,39.896500,122.5,504,UAV-BETA
116.285020,39.896500,122.5,505,UAV-BETA
116.285424,39.896500,122.5,506,UAV-BETA
116.285828,39.896500,122.5,507,UAV-BETA
116.286232,39.896500,122.5,508,UAV-BETA
116.286636,39.896500,122.5,509,UAV-BETA
116.287040,39.896500,122.5,510,UAV-BETA
116.287444,39.896500,122.6,511,UAV-BETA
116.287848,39.896500,122.6,512,UAV-BETA
116.288253,39.896500,122.6,513,UAV-BETA
116.288657,39.896500,122.6,514,UAV-BETA
116.289061,39.896500,122.6,515,UAV-BETA
116.289465,39.896500,122.6,516,UAV-BETA
116.289869,39.896500,122.6,517,UAV-BETA
116.290273,39.896500,122.6,518,UAV-BETA
116.290677,39.896500,122.6,519,UAV-BETA
116.291081,39.896500,122.6,520,UAV-BETA
116.291485,39.896500,122.6,521,UAV-BETA
116.291889,39.896500,122.6,522,UAV-BETA
116.292293,39.896500,122.6,523,UAV-BETA
116.292697,39.896500,122.6,524,UAV-BETA
116.293101,39.896500,122.6,525,UAV-BETA
116.293505,39.896500,122.6,526,UAV-BETA
116.293909,39.896500,122.6,527,UAV-BETA
116.294313,39.896500,122.6,528,UAV-BETA
116.294717,39.896500,122.6,529,UAV-BETA
116.295121,39.896500,122.6,530,UAV-BETA
116.295525,39.896500,122.7,531,UAV-BETA
116.295929,39.896500,122.7,532,UAV-BETA
116.296333,39.896500,122.7,533,UAV-BETA
116.296737,39.896500,122.7,534,UAV-BETA
116.297141,39.896500,122.7,535,UAV-BETA
116.297545,39.896500,122.7,536,UAV-BETA
116.297949,39.896500,122.7,537,UAV-BETA
116.298354,39.896500,122.7,538,UAV-BETA
116.298758,39.896500,122.7,539,UAV-BETA
116.299162,39.896500,122.7,540,UAV-BETA
116.299566,39.896500,122.7,541,UAV-BETA
116.299970,39.896500,122.7,542,UAV-BETA
116.300374,39.896500,122.7,543,UAV-BETA
116.300778,39.896500,122.7,544,UAV-BETA
116.301182,39.896500,122.7,545,UAV-BETA
116.301586,39.896500,122.7,546,UAV-BETA
116.301990,39.896500,122.7,547,UAV-BETA
116.302394,39.896500,122.7,548,UAV-BETA
116.302798,39.896500,122.7,549,UAV-BETA
116.303202,39.896500,122.7,550,UAV-BETA
116.303606,39.896500,122.8,551,UAV-BETA
116.304010,39.896500,122.8,552,UAV-BETA
116.304414,39.896500,122.8,553,UAV-BETA
116.304818,39.896500,122.8,554,UAV-BETA
116.305222,39.896500,122.8,555,UAV-BETA
116.305626,39.896500,122.8,556,UAV-BETA
116.306030,39.896500,122.8,557,UAV-BETA
116.306434,39.896500,122.8,558,UAV-BETA
116.306838,39.896500,122.8,559,UAV-BETA
116.307242,39.896500,122.8,560,UAV-BETA
116.307646,39.896500,122.8,561,UAV-BETA
116.308051,39.896500,122.8,562,UAV-BETA
116.308455,39.896500,122.8,563,UAV-BETA
116.308859,39.896500,122.8,564,UAV-BETA
116.309263,39.896500,122.8,565,UAV-BETA
116.309667,39.896500,122.8,566,UAV-BETA
116.310071,39.896500,122.8,567,UAV-BETA
116.310475,39.896500,122.8,568,UAV-BETA
116.310879,39.896500,122.8,569,UAV-BETA
116.311283,39.896500,122.8,570,UAV-BETA
116.311687,39.896500,122.9,571,UAV-BETA
116.312091,39.896500,122.9,572,UAV-BETA
116.312495,39.896500,122.9,573,UAV-BETA
116.312899,39.896500,122.9,574,UAV-BETA
116.313303,39.896500,122.9,575,UAV-BETA
116.313707,39.896500,122.9,576,UAV-BETA
116.314111,39.896500,122.9,577,UAV-BETA
116.314515,39.896500,122.9,578,UAV-BETA
116.314919,39.896500,122.9,579,UAV-BETA
116.315323,39.896500,122.9,580,UAV-BETA
