lon,lat,alt_m,time_s,drone_id
116.314343,39.895300,100.6,114,UAV-ALPHA
116.313939,39.895300,100.6,115,UAV-ALPHA
116.313535,39.895300,100.6,116,UAV-ALPHA
116.313131,39.895300,100.6,117,UAV-ALPHA
116.312727,39.895300,100.6,118,UAV-ALPHA
116.312323,39.895300,100.6,119,UAV-ALPHA
116.311919,39.895300,100.6,120,UAV-ALPHA
116.311515,39.895300,100.6,121,UAV-ALPHA
116.311111,39.895300,100.6,122,UAV-ALPHA
116.310707,39.895300,100.6,123,UAV-ALPHA
116.310303,39.895300,100.6,124,UAV-ALPHA
116.309899,39.895300,100.6,125,UAV-ALPHA
116.309495,39.895300,100.6,126,UAV-ALPHA
116.309091,39.895300,100.6,127,UAV-ALPHA
116.308687,39.895300,100.6,128,UAV-ALPHA
116.308283,39.895300,100.6,129,UAV-ALPHA
116.307879,39.895300,100.6,130,UAV-ALPHA
116.307475,39.895300,100.7,131,UAV-ALPHA
116.307071,39.895300,100.7,132,UAV-ALPHA
116.306667,39.895300,100.7,133,UAV-ALPHA
116.306263,39.895300,100.7,134,UAV-ALPHA
116.305859,39.895300,100.7,135,UAV-ALPHA
116.305455,39.895300,100.7,136,UAV-ALPHA
116.305051,39.895300,100.7,137,UAV-ALPHA
116.304646,39.895300,100.7,138,UAV-ALPHA
116.304242,39.895300,100.7,139,UAV-ALPHA
116.303838,39.895300,100.7,140,UAV-ALPHA
116.303434,39.895300,100.7,141,UAV-ALPHA
116.303030,39.895300,100.7,142,UAV-ALPHA
116.302626,39.895300,100.7,143,UAV-ALPHA
116.302222,39.895300,100.7,144,UAV-ALPHA
116.301818,39.895300,100.7,145,UAV-ALPHA
116.301414,39.895300,100.7,146,UAV-ALPHA
116.301010,39.895300,100.7,147,UAV-ALPHA
116.300606,39.895300,100.7,148,UAV-ALPHA
116.300202,39.895300,100.7,149,UAV-ALPHA
116.299798,39.895300,100.7,150,UAV-ALPHA
116.299394,39.895300,100.8,151,UAV-ALPHA
116.298990,39.895300,100.8,152,UAV-ALPHA
116.298586,39.895300,100.8,153,UAV-ALPHA
116.298182,39.895300,100.8,154,UAV-ALPHA
116.297778,39.895300,100.8,155,UAV-ALPHA
116.297374,39.895300,100.8,156,UAV-ALPHA
116.296970,39.895300,100.8,157,UAV-ALPHA
116.296566,39.895300,100.8,158,UAV-ALPHA
116.296162,39.895300,100.8,159,UAV-ALPHA
116.295758,39.895300,100.8,160,UAV-ALPHA
116.295354,39.895300,100.8,161,UAV-ALPHA
116.294949,39.895300,100.8,162,UAV-ALPHA
116.294545,39.895300,100.8,163,UAV-ALPHA
116.294141,39.895300,100.8,164,UAV-ALPHA
116.293737,39.895300,100.8,165,UAV-ALPHA
116.293333,39.895300,100.8,166,UAV-ALPHA
116.292929,39.895300,100.8,167,UAV-ALPHA
116.292525,39.895300,100.8,168,UAV-ALPHA
116.292121,39.895300,100.8,169,UAV-ALPHA
116.291717,39.895300,100.8,170,UAV-ALPHA
116.291313,39.895300,100.9,171,UAV-ALPHA
116.290909,39.895300,100.9,172,UAV-ALPHA
116.290505,39.895300,100.9,173,UAV-ALPHA
116.290101,39.895300,100.9,174,UAV-ALPHA
116.289697,39.895300,100.9,175,UAV-ALPHA
116.289293,39.895300,100.9,176,UAV-ALPHA
116.288889,39.895300,100.9,177,UAV-ALPHA
116.288485,39.895300,100.9,178,UAV-ALPHA
116.288081,39.895300,100.9,179,UAV-ALPHA
116.287677,39.895300,100.9,180,UAV-ALPHA
116.287273,39.895300,100.9,181,UAV-ALPHA
116.286869,39.895300,100.9,182,UAV-ALPHA
116.286465,39.895300,100.9,183,UAV-ALPHA
116.286061,39.895300,100.9,184,UAV-ALPHA
116.285657,39.895300,100.9,185,UAV-ALPHA
116.285253,39.895300,100.9,186,UAV-ALPHA
116.284848,39.895300,100.9,187,UAV-ALPHA
116.284444,39.895300,100.9,188,UAV-ALPHA
116.284040,39.895300,100.9,189,UAV-ALPHA
116.283636,39.895300,100.9,190,UAV-ALPHA
116.283232,39.895300,101.0,191,UAV-ALPHA
116.282828,39.895300,101.0,192,UAV-ALPHA
116.282424,39.895300,101.0,193,UAV-ALPHA
116.282020,39.895300,101.0,194,UAV-ALPHA
116.281616,39.895300,101.0,195,UAV-ALPHA
116.281212,39.895300,101.0,196,UAV-ALPHA
116.280808,39.895300,101.0,197,UAV-ALPHA
116.280404,39.895300,101.0,198,UAV-ALPHA
116.280000,39.895300,101.0,199,UAV-ALPHA
116.280000,39.895600,101.0,200,UAV-ALPHA
116.280404,39.895600,101.0,201,UAV-ALPHA
116.280808,39.895600,101.0,202,UAV-ALPHA
116.281212,39.895600,101.0,203,UAV-ALPHA
116.281616,39.895600,101.0,204,UAV-ALPHA
116.282020,39.895600,101.0,205,UAV-ALPHA
116.282424,39.895600,101.0,206,UAV-ALPHA
116.282828,39.895600,101.0,207,UAV-ALPHA
116.283232,39.895600,101.0,208,UAV-ALPHA
116.283636,39.895600,101.0,209,UAV-ALPHA
116.284040,39.895600,101.0,210,UAV-ALPHA
116.284444,39.895600,101.1,211,UAV-ALPHA
116.284848,39.895600,101.1,212,UAV-ALPHA
116.285253,39.895600,101.1,213,UAV-ALPHA
116.285657,39.895600,101.1,214,UAV-ALPHA
116.286061,39.895600,101.1,215,UAV-ALPHA
116.286465,39.895600,101.1,216,UAV-ALPHA
116.286869,39.895600,101.1,217,UAV-ALPHA
116.287273,39.895600,101.1,218,UAV-ALPHA
116.287677,39.895600,101.1,219,UAV-ALPHA
116.288081,39.895600,101.1,220,UAV-ALPHA
116.288485,39.895600,101.1,221,UAV-ALPHA
116.288889,39.895600,101.1,222,UAV-ALPHA
116.289293,39.895600,101.1,223,UAV-ALPHA
116.289697,39.895600,101.1,224,UAV-ALPHA
116.290101,39.895600,101.1,225,UAV-ALPHA
116.290505,39.895600,101.1,226,UAV-ALPHA
116.290909,39.895600,101.1,227,UAV-ALPHA
116.291313,39.895600,101.1,228,UAV-ALPHA
116.291717,39.895600,101.1,229,UAV-ALPHA
116.292121,39.895600,101.1,230,UAV-ALPHA
116.292525,39.895600,101.2,231,UAV-ALPHA
116.292929,39.895600,101.2,232,UAV-ALPHA
116.293333,39.895600,101.2,233,UAV-ALPHA
116.293737,39.895600,101.2,234,UAV-ALPHA
116.294141,39.895600,101.2,235,UAV-ALPHA
116.294545,39.895600,101.2,236,UAV-ALPHA
116.294949,39.895600,101.2,237,UAV-ALPHA
116.295354,39.895600,101.2,238,UAV-ALPHA
116.295758,39.895600,101.2,239,UAV-ALPHA
116.296162,39.895600,101.2,240,UAV-ALPHA
116.296566,39.895600,101.2,241,UAV-ALPHA
116.296970,39.895600,101.2,242,UAV-ALPHA
116.297374,39.895600,101.2,243,UAV-ALPHA
116.297778,39.895600,101.2,244,UAV-ALPHA
116.298182,39.895600,101.2,245,UAV-ALPHA
116.298586,39.895600,101.2,246,UAV-ALPHA
116.298990,39.895600,101.2,247,UAV-ALPHA
116.299394,39.895600,101.2,248,UAV-ALPHA
116.299798,39.895600,101.2,249,UAV-ALPHA
116.300202,39.895600,101.2,250,UAV-ALPHA
116.300606,39.895600,101.3,251,UAV-ALPHA
116.301010,39.895600,101.3,252,UAV-ALPHA
116.301414,39.895600,101.3,253,UAV-ALPHA
116.301818,39.895600,101.3,254,UAV-ALPHA
116.302222,39.895600,101.3,255,UAV-ALPHA
116.302626,39.895600,101.3,256,UAV-ALPHA
116.303030,39.895600,101.3,257,UAV-ALPHA
116.303434,39.895600,101.3,258,UAV-ALPHA
116.303838,39.895600,101.3,259,UAV-ALPHA
116.304242,39.895600,101.3,260,UAV-ALPHA
116.304646,39.895600,101.3,261,UAV-ALPHA
116.305051,39.895600,101.3,262,UAV-ALPHA
116.305455,39.895600,101.3,263,UAV-ALPHA
116.305859,39.895600,101.3,264,UAV-ALPHA
116.306263,39.895600,101.3,265,UAV-ALPHA
116.306667,39.895600,101.3,266,UAV-ALPHA
116.307071,39.895600,101.3,267,UAV-ALPHA
116.307475,39.895600,101.3,268,UAV-ALPHA
116.307879,39.895600,101.3,269,UAV-ALPHA
116.308283,39.895600,101.3,270,UAV-ALPHA
116.308687,39.895600,101.4,271,UAV-ALPHA
116.309091,39.895600,101.4,272,UAV-ALPHA
116.309495,39.895600,101.4,273,UAV-ALPHA
116.309899,39.895600,101.4,274,UAV-ALPHA
116.310303,39.895600,101.4,275,UAV-ALPHA
116.310707,39.895600,101.4,276,UAV-ALPHA
116.311111,39.895600,101.4,277,UAV-ALPHA
116.311515,39.895600,101.4,278,UAV-ALPHA
116.311919,39.895600,101.4,279,UAV-ALPHA
116.312323,39.895600,101.4,280,UAV-ALPHA
116.312727,39.895600,101.4,281,UAV-ALPHA
116.313131,39.895600,101.4,282,UAV-ALPHA
116.313535,39.895600,101.4,283,UAV-ALPHA
116.313939,39.895600,101.4,284,UAV-ALPHA
116.314343,39.895600,101.4,285,UAV-ALPHA
116.314747,39.895600,101.4,286,UAV-ALPHA
116.315152,39.895600,101.4,287,UAV-ALPHA
116.315556,39.895600,101.4,288,UAV-ALPHA
116.315960,39.895600,101.4,289,UAV-ALPHA
116.316364,39.895600,101.4,290,UAV-ALPHA
116.316768,39.895600,101.5,291,UAV-ALPHA
116.317172,39.895600,101.5,292,UAV-ALPHA
116.317576,39.895600,101.5,293,UAV-ALPHA
116.317980,39.895600,101.5,294,UAV-ALPHA
116.318384,39.895600,101.5,295,UAV-ALPHA
116.318788,39.895600,101.5,296,UAV-ALPHA
116.319192,39.895600,101.5,297,UAV-ALPHA
116.319596,39.895600,101.5,298,UAV-ALPHA
116.320000,39.895600,101.5,299,UAV-ALPHA
116.320000,39.895900,101.5,300,UAV-ALPHA
116.319596,39.895900,101.5,301,UAV-ALPHA
116.319192,39.895900,101.5,302,UAV-ALPHA
116.318788,39.895900,101.5,303,UAV-ALPHA
116.318384,39.895900,101.5,304,UAV-ALPHA
116.317980,39.895900,101.5,305,UAV-ALPHA
116.317576,39.895900,101.5,306,UAV-ALPHA
116.317172,39.895900,101.5,307,UAV-ALPHA
116.316768,39.895900,101.5,308,UAV-ALPHA
116.316364,39.895900,101.5,309,UAV-ALPHA
116.315960,39.895900,101.5,310,UAV-ALPHA
116.315556,39.895900,101.6,311,UAV-ALPHA
116.315152,39.895900,101.6,312,UAV-ALPHA
116.314747,39.895900,101.6,313,UAV-ALPHA
116.314343,39.895900,101.6,314,UAV-ALPHA
116.313939,39.895900,101.6,315,UAV-ALPHA
116.313535,39.895900,101.6,316,UAV-ALPHA
116.313131,39.895900,101.6,317,UAV-ALPHA
116.312727,39.895900,101.6,318,UAV-ALPHA
116.312323,39.895900,101.6,319,UAV-ALPHA
116.311919,39.895900,101.6,320,UAV-ALPHA
116.311515,39.895900,101.6,321,UAV-ALPHA
116.311111,39.895900,101.6,322,UAV-ALPHA
116.310707,39.895900,101.6,323,UAV-ALPHA
116.310303,39.895900,101.6,324,UAV-ALPHA
116.309899,39.895900,101.6,325,UAV-ALPHA
116.309495,39.895900,101.6,326,UAV-ALPHA
116.309091,39.895900,101.6,327,UAV-ALPHA
116.308687,39.895900,101.6,328,UAV-ALPHA
116.308283,39.895900,101.6,329,UAV-ALPHA
116.307879,39.895900,101.6,330,UAV-ALPHA
116.307475,39.895900,101.7,331,UAV-ALPHA
116.307071,39.895900,101.7,332,UAV-ALPHA
116.306667,39.895900,101.7,333,UAV-ALPHA
116.306263,39.895900,101.7,334,UAV-ALPHA
116.305859,39.895900,101.7,335,UAV-ALPHA
116.305455,39.895900,101.7,336,UAV-ALPHA
116.305051,39.895900,101.7,337,UAV-ALPHA
116.304646,39.895900,101.7,338,UAV-ALPHA
116.304242,39.895900,101.7,339,UAV-ALPHA
116.303838,39.895900,101.7,340,UAV-ALPHA
116.303434,39.895900,101.7,341,UAV-ALPHA
116.303030,39.895900,101.7,342,UAV-ALPHA
116.302626,39.895900,101.7,343,UAV-ALPHA
116.302222,39.895900,101.7,344,UAV-ALPHA
116.301818,39.895900,101.7,345,UAV-ALPHA
116.301414,39.895900,101.7,346,UAV-ALPHA
116.301010,39.895900,101.7,347,UAV-ALPHA
116.300606,39.895900,101.7,348,UAV-ALPHA
116.300202,39.895900,101.7,349,UAV-ALPHA
116.299798,39.895900,101.7,350,UAV-ALPHA
116.299394,39.895900,101.8,351,UAV-ALPHA
116.298990,39.895900,101.8,352,UAV-ALPHA
116.298586,39.895900,101.8,353,UAV-ALPHA
116.298182,39.895900,101.8,354,UAV-ALPHA
116.297778,39.895900,101.8,355,UAV-ALPHA
116.297374,39.895900,101.8,356,UAV-ALPHA
116.296970,39.895900,101.8,357,UAV-ALPHA
116.296566,39.895900,101.8,358,UAV-ALPHA
116.296162,39.895900,101.8,359,UAV-ALPHA
116.295758,39.895900,101.8,360,UAV-ALPHA
116.295354,39.895900,101.8,361,UAV-ALPHA
116.294949,39.895900,101.8,362,UAV-ALPHA
116.294545,39.895900,101.8,363,UAV-ALPHA
116.294141,39.895900,101.8,364,UAV-ALPHA
116.293737,39.895900,101.8,365,UAV-ALPHA
116.293333,39.895900,101.8,366,UAV-ALPHA
116.292929,39.895900,101.8,367,UAV-ALPHA
116.292525,39.895900,101.8,368,UAV-ALPHA
116.292121,39.895900,101.8,369,UAV-ALPHA
116.291717,39.895900,101.8,370,UAV-ALPHA
116.291313,39.895900,101.9,371,UAV-ALPHA
116.290909,39.895900,101.9,372,UAV-ALPHA
116.290505,39.895900,101.9,373,UAV-ALPHA
116.290101,39.895900,101.9,374,UAV-ALPHA
116.289697,39.895900,101.9,375,UAV-ALPHA
116.289293,39.895900,101.9,376,UAV-ALPHA
116.288889,39.895900,101.9,377,UAV-ALPHA
116.288485,39.895900,101.9,378,UAV-ALPHA
116.288081,39.895900,101.9,379,UAV-ALPHA
116.287677,39.895900,101.9,380,UAV-ALPHA
116.287273,39.895900,101.9,381,UAV-ALPHA
116.286869,39.895900,101.9,382,UAV-ALPHA
116.286465,39.895900,101.9,383,UAV-ALPHA
116.286061,39.895900,101.9,384,UAV-ALPHA
116.285657,39.895900,101.9,385,UAV-ALPHA
116.285253,39.895900,101.9,386,UAV-ALPHA
116.284848,39.895900,101.9,387,UAV-ALPHA
116.284444,39.895900,101.9,388,UAV-ALPHA
116.284040,39.895900,101.9,389,UAV-ALPHA
116.283636,39.895900,101.9,390,UAV-ALPHA
116.283232,39.895900,102.0,391,UAV-ALPHA
116.282828,39.895900,102.0,392,UAV-ALPHA
116.282424,39.895900,102.0,393,UAV-ALPHA
116.282020,39.895900,102.0,394,UAV-ALPHA
116.281616,39.895900,102.0,395,UAV-ALPHA
116.281212,39.895900,102.0,396,UAV-ALPHA
116.280808,39.895900,102.0,397,UAV-ALPHA
116.280404,39.895900,102.0,398,UAV-ALPHA
116.280000,39.895900,102.0,399,UAV-ALPHA
116.280000,39.896200,102.0,400,UAV-ALPHA
116.280404,39.896200,102.0,401,UAV-ALPHA
116.280808,39.896200,102.0,402,UAV-ALPHA
116.281212,39.896200,102.0,403,UAV-ALPHA
116.281616,39.896200,102.0,404,UAV-ALPHA
116.282020,39.896200,102.0,405,UAV-ALPHA
116.282424,39.896200,102.0,406,UAV-ALPHA
116.282828,39.896200,102.0,407,UAV-ALPHA
116.283232,39.896200,102.0,408,UAV-ALPHA
116.283636,39.896200,102.0,409,UAV-ALPHA
116.284040,39.896200,102.0,410,UAV-ALPHA
116.284444,39.896200,102.1,411,UAV-ALPHA
116.284848,39.896200,102.1,412,UAV-ALPHA
116.285253,39.896200,102.1,413,UAV-ALPHA
116.285657,39.896200,102.1,414,UAV-ALPHA
116.286061,39.896200,102.1,415,UAV-ALPHA
116.286465,39.896200,102.1,416,UAV-ALPHA
116.286869,39.896200,102.1,417,UAV-ALPHA
116.287273,39.896200,102.1,418,UAV-ALPHA
116.287677,39.896200,102.1,419,UAV-ALPHA
116.288081,39.896200,102.1,420,UAV-ALPHA
116.288485,39.896200,102.1,421,UAV-ALPHA
116.288889,39.896200,102.1,422,UAV-ALPHA
116.289293,39.896200,102.1,423,UAV-ALPHA
116.289697,39.896200,102.1,424,UAV-ALPHA
116.290101,39.896200,102.1,425,UAV-ALPHA
116.290505,39.896200,102.1,426,UAV-ALPHA
116.290909,39.896200,102.1,427,UAV-ALPHA
116.291313,39.896200,102.1,428,UAV-ALPHA
116.291717,39.896200,102.1,429,UAV-ALPHA
116.292121,39.896200,102.1,430,UAV-ALPHA
116.292525,39.896200,102.2,431,UAV-ALPHA
116.292929,39.896200,102.2,432,UAV-ALPHA
116.293333,39.896200,102.2,433,UAV-ALPHA
116.293737,39.896200,102.2,434,UAV-ALPHA
116.294141,39.896200,102.2,435,UAV-ALPHA
116.294545,39.896200,102.2,436,UAV-ALPHA
116.294949,39.896200,102.2,437,UAV-ALPHA
116.295354,39.896200,102.2,438,UAV-ALPHA
116.295758,39.896200,102.2,439,UAV-ALPHA
116.296162,39.896200,102.2,440,UAV-ALPHA
116.296566,39.896200,102.2,441,UAV-ALPHA
116.296970,39.896200,102.2,442,UAV-ALPHA
116.297374,39.896200,102.2,443,UAV-ALPHA
116.297778,39.896200,102.2,444,UAV-ALPHA
116.298182,39.896200,102.2,445,UAV-ALPHA
116.298586,39.896200,102.2,446,UAV-ALPHA
116.298990,39.896200,102.2,447,UAV-ALPHA
116.299394,39.896200,102.2,448,UAV-ALPHA
116.299798,39.896200,102.2,449,UAV-ALPHA
116.300202,39.896200,102.2,450,UAV-ALPHA
116.300606,39.896200,102.3,451,UAV-ALPHA
116.301010,39.896200,102.3,452,UAV-ALPHA
116.301414,39.896200,102.3,453,UAV-ALPHA
116.301818,39.896200,102.3,454,UAV-ALPHA
116.302222,39.896200,102.3,455,UAV-ALPHA
116.302626,39.896200,102.3,456,UAV-ALPHA
116.303030,39.896200,102.3,457,UAV-ALPHA
116.303434,39.896200,102.3,458,UAV-ALPHA
116.303838,39.896200,102.3,459,UAV-ALPHA
116.304242,39.896200,102.3,460,UAV-ALPHA
116.304646,39.896200,102.3,461,UAV-ALPHA
116.305051,39.896200,102.3,462,UAV-ALPHA
116.305455,39.896200,102.3,463,UAV-ALPHA
116.305859,39.896200,102.3,464,UAV-ALPHA
116.306263,39.896200,102.3,465,UAV-ALPHA
116.306667,39.896200,102.3,466,UAV-ALPHA
116.307071,39.896200,102.3,467,UAV-ALPHA
116.307475,39.896200,102.3,468,UAV-ALPHA
116.307879,39.896200,102.3,469,UAV-ALPHA
116.308283,39.896200,102.3,470,UAV-ALPHA
116.308687,39.896200,102.4,471,UAV-ALPHA
116.309091,39.896200,102.4,472,UAV-ALPHA
116.309495,39.896200,102.4,473,UAV-ALPHA
116.309899,39.896200,102.4,474,UAV-ALPHA
116.310303,39.896200,102.4,475,UAV-ALPHA
116.310707,39.896200,102.4,476,UAV-ALPHA
116.311111,39.896200,102.4,477,UAV-ALPHA
116.311515,39.896200,102.4,478,UAV-ALPHA
116.311919,39.896200,102.4,479,UAV-ALPHA
116.312323,39.896200,102.4,480,UAV-ALPHA
116.312727,39.896200,102.4,481,UAV-ALPHA
116.313131,39.896200,102.4,482,UAV-ALPHA
116.313535,39.896200,102.4,483,UAV-ALPHA
116.313939,39.896200,102.4,484,UAV-ALPHA
116.314343,39.896200,102.4,485,UAV-ALPHA
116.314747,39.896200,102.4,486,UAV-ALPHA
116.315152,39.896200,102.4,487,UAV-ALPHA
116.315556,39.896200,102.4,488,UAV-ALPHA
116.315960,39.896200,102.4,489,UAV-ALPHA
116.316364,39.896200,102.4,490,UAV-ALPHA
116.316768,39.896200,102.5,491,UAV-ALPHA
116.317172,39.896200,102.5,492,UAV-ALPHA
116.317576,39.896200,102.5,493,UAV-ALPHA
116.317980,39.896200,102.5,494,UAV-ALPHA
116.318384,39.896200,102.5,495,UAV-ALPHA
116.318788,39.896200,102.5,496,UAV-ALPHA
116.319192,39.896200,102.5,497,UAV-ALPHA
116.319596,39.896200,102.5,498,UAV-ALPHA
116.320000,39.896200,102.5,499,UAV-ALPHA
116.320000,39.896500,102.5,500,UAV-ALPHA
116.319596,39.896500,102.5,501,UAV-ALPHA
116.319192,39.896500,102.5,502,UAV-ALPHA
116.318788,39.896500,102.5,503,UAV-ALPHA
116.318384,39.896500,102.5,504,UAV-ALPHA
116.317980,39.896500,102.5,505,UAV-ALPHA
116.317576,39.896500,102.5,506,UAV-ALPHA
116.317172,39.896500,102.5,507,UAV-ALPHA
116.316768,39.896500,102.5,508,UAV-ALPHA
116.316364,39.896500,102.5,509,UAV-ALPHA
116.315960,39.896500,102.5,510,UAV-ALPHA
116.315556,39.896500,102.6,511,UAV-ALPHA
116.315152,39.896500,102.6,512,UAV-ALPHA
116.314747,39.896500,102.6,513,UAV-ALPHA
116.314343,39.896500,102.6,514,UAV-ALPHA
116.313939,39.896500,102.6,515,UAV-ALPHA
116.313535,39.896500,102.6,516,UAV-ALPHA
116.313131,39.896500,102.6,517,UAV-ALPHA
116.312727,39.896500,102.6,518,UAV-ALPHA
116.312323,39.896500,102.6,519,UAV-ALPHA
116.311919,39.896500,102.6,520,UAV-ALPHA
116.311515,39.896500,102.6,521,UAV-ALPHA
116.311111,39.896500,102.6,522,UAV-ALPHA
116.310707,39.896500,102.6,523,UAV-ALPHA
116.310303,39.896500,102.6,524,UAV-ALPHA
116.309899,39.896500,102.6,525,UAV-ALPHA
116.309495,39.896500,102.6,526,UAV-ALPHA
116.309091,39.896500,102.6,527,UAV-ALPHA
116.308687,39.896500,102.6,528,UAV-ALPHA
116.308283,39.896500,102.6,529,UAV-ALPHA
116.307879,39.896500,102.6,530,UAV-ALPHA
116.307475,39.896500,102.7,531,UAV-ALPHA
116.307071,39.896500,102.7,532,UAV-ALPHA
116.306667,39.896500,102.7,533,UAV-ALPHA
116.306263,39.896500,102.7,534,UAV-ALPHA
116.305859,39.896500,102.7,535,UAV-ALPHA
